Person_ID,Savings Rate (%),Total Expenditure,Expense-to-Income Ratio (%,Non-Essential Spending Share (%),Potential Saving Opportunity,Essential Spending,Discretionary Spending,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00019,7.24%,"₹12,026.52",82.89%,6.41%,₹902.85,"₹10,811.68","₹1,214.84",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00020,5.22%,"₹6,033.45",62.25%,8.50%,₹518.02,"₹5,054.02",₹979.43,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00021,13.55%,"₹76,067.14",78.50%,6.92%,"₹7,790.84","₹67,226.79","₹8,840.36",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00022,5.75%,"₹20,141.93",80.43%,7.74%,"₹2,084.46","₹17,796.47","₹2,345.46",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00023,6.84%,"₹22,872.91",72.23%,7.10%,"₹2,365.01","₹19,999.92","₹2,872.99",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00024,5.45%,"₹6,500.85",67.74%,8.43%,₹706.58,"₹5,432.96","₹1,067.89",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00025,6.12%,"₹18,581.85",95.74%,9.72%,"₹1,415.87","₹16,242.63","₹2,339.22",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00026,9.37%,"₹23,010.83",70.19%,9.06%,"₹1,915.23","₹19,065.22","₹3,945.61",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00027,5.61%,"₹7,798.24",65.28%,8.15%,₹767.11,"₹6,694.04","₹1,104.21",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00028,14.79%,"₹24,051.55",59.36%,5.47%,"₹2,566.22","₹20,761.18","₹3,290.37",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00029,9.66%,"₹15,131.03",81.55%,7.80%,"₹1,380.75","₹13,266.55","₹1,864.48",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00030,6.32%,"₹16,334.35",68.76%,6.89%,"₹1,777.20","₹14,371.78","₹1,962.58",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00031,9.35%,"₹16,483.53",88.92%,6.14%,"₹1,043.66","₹15,050.35","₹1,433.18",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00032,18.53%,"₹81,987.50",62.10%,8.08%,"₹5,388.57","₹69,322.55","₹12,664.94",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00033,5.15%,"₹23,617.84",79.58%,6.14%,"₹1,464.48","₹21,399.10","₹2,218.74",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00034,8.86%,"₹9,717.79",75.50%,6.57%,₹979.78,"₹8,524.76","₹1,193.02",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00035,13.17%,"₹39,108.94",67.51%,5.98%,"₹4,258.69","₹34,870.72","₹4,238.22",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00036,8.67%,"₹8,008.94",70.90%,8.94%,₹659.27,"₹6,796.00","₹1,212.94",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00037,5.76%,"₹25,278.13",71.29%,6.10%,"₹1,899.65","₹22,137.82","₹3,140.31",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00038,6.42%,"₹5,462.24",87.32%,8.57%,₹360.23,"₹4,802.75",₹659.49,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00039,6.30%,"₹6,529.57",62.98%,5.11%,₹597.21,"₹5,893.77",₹635.80,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00040,5.37%,"₹24,932.41",71.00%,6.07%,"₹2,312.79","₹21,785.87","₹3,146.54",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00041,10.88%,"₹48,987.32",90.45%,6.99%,"₹2,253.36","₹44,599.15","₹4,388.17",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00042,9.17%,"₹23,804.97",69.18%,5.80%,"₹2,470.84","₹21,196.48","₹2,608.48",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00043,5.60%,"₹15,201.17",55.58%,7.87%,"₹1,105.60","₹12,365.37","₹2,835.80",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00044,9.96%,"₹16,378.33",69.46%,6.96%,"₹1,830.41","₹14,068.13","₹2,310.20",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00045,9.68%,"₹8,650.10",94.10%,6.52%,₹604.72,"₹7,793.39",₹856.71,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00046,9.65%,"₹13,888.75",82.35%,8.29%,"₹1,015.58","₹12,307.36","₹1,581.40",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00047,8.23%,"₹14,162.76",68.24%,8.78%,"₹1,462.01","₹11,814.58","₹2,348.18",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00048,13.36%,"₹56,102.15",80.27%,7.16%,"₹4,304.89","₹49,159.30","₹6,942.84",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00049,7.64%,"₹24,639.79",62.39%,5.94%,"₹2,315.00","₹21,697.70","₹2,942.09",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00050,6.81%,"₹5,187.67",70.86%,5.50%,₹349.47,"₹4,708.55",₹479.12,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00051,5.68%,"₹25,660.65",66.00%,6.18%,"₹2,141.30","₹22,214.13","₹3,446.52",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00052,6.09%,"₹17,572.53",79.71%,7.78%,"₹1,016.90","₹15,614.42","₹1,958.11",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00053,6.11%,"₹13,712.08",78.55%,4.28%,₹806.45,"₹12,689.54","₹1,022.53",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00054,11.25%,"₹34,783.83",71.08%,8.89%,"₹3,785.47","₹29,353.53","₹5,430.31",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00055,13.50%,"₹52,831.31",77.19%,8.30%,"₹3,592.28","₹45,748.13","₹7,083.18",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00056,13.04%,"₹45,406.77",71.85%,8.66%,"₹2,681.02","₹38,709.45","₹6,697.32",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00057,9.18%,"₹9,802.07",63.94%,7.02%,₹953.62,"₹8,426.27","₹1,375.80",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00058,7.91%,"₹21,944.69",93.68%,5.70%,"₹1,252.08","₹20,104.71","₹1,839.97",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00059,5.67%,"₹28,101.30",71.86%,6.48%,"₹3,103.54","₹25,111.12","₹2,990.18",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00060,13.72%,"₹44,237.55",67.57%,7.35%,"₹3,769.71","₹37,926.52","₹6,311.03",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00061,5.30%,"₹14,504.91",70.94%,8.62%,"₹1,393.40","₹12,243.87","₹2,261.04",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00062,9.35%,"₹17,324.31",66.99%,5.56%,"₹1,124.12","₹15,527.23","₹1,797.08",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00063,9.16%,"₹9,255.30",74.76%,4.58%,₹609.19,"₹8,482.95",₹772.35,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00064,5.56%,"₹10,082.43",87.51%,7.15%,₹818.72,"₹9,020.16","₹1,062.27",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00065,10.27%,"₹45,640.58",79.42%,5.43%,"₹2,852.26","₹41,925.09","₹3,715.49",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00066,12.00%,"₹61,460.19",69.23%,5.20%,"₹5,930.48","₹55,060.91","₹6,399.28",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00067,7.92%,"₹21,693.57",76.60%,8.39%,"₹1,560.62","₹18,908.02","₹2,785.55",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00068,13.72%,"₹61,864.00",92.40%,7.23%,"₹4,398.59","₹55,073.09","₹6,790.92",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00069,10.21%,"₹35,120.57",87.66%,7.15%,"₹2,406.03","₹31,777.50","₹3,343.07",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00070,7.05%,"₹12,794.70",71.46%,9.54%,"₹1,025.21","₹10,783.41","₹2,011.29",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00071,13.13%,"₹34,464.12",86.04%,7.84%,"₹2,783.88","₹30,525.46","₹3,938.66",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00072,24.39%,"₹88,875.93",86.56%,6.97%,"₹4,300.31","₹80,511.54","₹8,364.38",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00073,7.93%,"₹21,399.32",73.41%,7.06%,"₹2,166.43","₹18,618.86","₹2,780.46",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00074,17.58%,"₹83,994.25",80.08%,6.96%,"₹8,546.91","₹75,501.10","₹8,493.15",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00075,8.28%,"₹3,542.38",96.02%,8.69%,₹281.51,"₹3,138.17",₹404.21,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00076,13.44%,"₹58,749.77",101.47%,8.82%,"₹5,476.59","₹52,442.23","₹6,307.54",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00077,5.61%,"₹23,152.29",71.98%,6.89%,"₹2,270.66","₹20,499.02","₹2,653.27",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00078,7.65%,"₹14,065.75",59.56%,6.08%,"₹1,417.06","₹12,269.83","₹1,795.92",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00079,9.18%,"₹28,013.82",86.77%,4.45%,"₹1,755.88","₹25,889.32","₹2,124.50",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00080,7.82%,"₹4,588.40",75.01%,7.28%,₹395.85,"₹3,983.53",₹604.87,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00081,6.37%,"₹21,238.81",84.40%,8.18%,"₹1,943.54","₹18,919.97","₹2,318.84",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00082,5.98%,"₹33,842.58",84.78%,7.57%,"₹2,793.99","₹29,961.53","₹3,881.05",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00083,10.46%,"₹66,972.51",68.44%,6.28%,"₹6,209.53","₹58,903.82","₹8,068.69",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00084,5.97%,"₹18,266.29",92.17%,9.02%,"₹1,379.47","₹15,906.53","₹2,359.77",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00085,9.90%,"₹11,903.16",75.76%,6.59%,₹975.28,"₹10,573.19","₹1,329.97",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00086,9.62%,"₹14,763.24",73.52%,8.06%,"₹1,476.27","₹12,578.92","₹2,184.32",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00087,13.37%,"₹47,902.64",76.77%,6.71%,"₹4,360.90","₹42,152.25","₹5,750.39",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00088,5.13%,"₹35,664.70",91.39%,5.38%,"₹1,924.82","₹32,792.61","₹2,872.09",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00089,7.19%,"₹11,582.74",58.99%,7.49%,"₹1,346.23","₹9,898.39","₹1,684.35",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00090,10.32%,"₹45,754.65",101.15%,7.42%,"₹4,458.45","₹41,125.36","₹4,629.29",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00091,6.63%,"₹22,903.09",70.64%,8.15%,"₹2,010.90","₹19,326.63","₹3,576.46",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00092,12.58%,"₹51,662.31",79.34%,8.20%,"₹4,081.78","₹44,844.05","₹6,818.26",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00093,6.76%,"₹16,528.68",96.61%,6.30%,"₹1,436.87","₹14,964.65","₹1,564.03",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00094,5.31%,"₹20,055.19",86.89%,6.69%,"₹1,744.17","₹18,085.61","₹1,969.57",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00095,7.90%,"₹15,655.95",71.42%,7.39%,"₹1,582.18","₹13,524.81","₹2,131.14",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00096,7.47%,"₹6,270.50",67.40%,6.80%,₹501.01,"₹5,533.75",₹736.75,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00097,5.45%,"₹31,656.92",83.27%,6.34%,"₹3,036.44","₹28,283.21","₹3,373.71",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00098,7.93%,"₹31,291.90",84.65%,8.37%,"₹2,449.33","₹27,600.75","₹3,691.15",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00099,5.97%,"₹19,736.86",65.52%,8.76%,"₹2,293.69","₹16,238.03","₹3,498.82",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00100,6.37%,"₹25,458.51",102.38%,7.70%,"₹1,364.20","₹23,155.91","₹2,302.60",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00101,7.69%,"₹7,387.04",76.40%,6.87%,₹347.96,"₹6,538.10",₹848.94,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00102,9.74%,"₹13,149.52",61.37%,5.85%,₹994.78,"₹11,497.83","₹1,651.69",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00103,9.33%,"₹15,724.87",68.95%,7.17%,"₹1,892.79","₹13,431.48","₹2,293.39",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00104,7.77%,"₹12,351.49",78.22%,6.50%,₹915.03,"₹10,915.23","₹1,436.26",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00105,6.49%,"₹19,895.40",75.45%,5.12%,"₹1,623.86","₹18,155.20","₹1,740.20",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00106,14.08%,"₹31,997.22",77.20%,6.43%,"₹2,419.75","₹28,400.33","₹3,596.89",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00107,16.84%,"₹116,511.98",85.89%,4.59%,"₹7,612.67","₹106,813.28","₹9,698.71",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00108,7.73%,"₹20,734.56",60.11%,4.06%,"₹1,799.93","₹18,450.78","₹2,283.77",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00109,7.73%,"₹24,200.25",65.65%,7.10%,"₹1,295.94","₹21,106.28","₹3,093.97",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00110,9.90%,"₹23,906.64",84.58%,7.75%,"₹1,987.73","₹21,072.26","₹2,834.38",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00111,7.70%,"₹4,836.83",74.83%,6.49%,₹363.86,"₹4,292.94",₹543.89,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00112,5.16%,"₹16,752.09",57.04%,6.94%,"₹1,949.97","₹14,412.32","₹2,339.77",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00113,6.85%,"₹24,385.09",77.46%,7.03%,"₹2,227.14","₹21,744.32","₹2,640.77",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00114,23.63%,"₹175,253.11",81.42%,6.94%,"₹15,993.03","₹154,671.77","₹20,581.35",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00115,5.88%,"₹21,438.48",83.35%,5.40%,"₹1,412.12","₹19,657.61","₹1,780.86",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00116,9.70%,"₹29,407.11",77.01%,7.37%,"₹2,091.74","₹25,541.12","₹3,865.98",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00117,7.55%,"₹21,392.70",73.32%,6.57%,"₹1,232.79","₹19,148.97","₹2,243.73",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00118,9.00%,"₹9,531.69",80.93%,6.14%,₹497.66,"₹8,645.69",₹886.01,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00119,12.19%,"₹49,426.76",66.04%,5.56%,"₹4,950.85","₹43,095.08","₹6,331.68",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00120,13.14%,"₹43,068.18",78.67%,8.12%,"₹4,065.03","₹38,067.95","₹5,000.23",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00121,12.75%,"₹50,408.17",89.24%,4.92%,"₹3,316.30","₹46,058.40","₹4,349.77",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00122,8.78%,"₹11,149.47",76.93%,5.66%,₹817.49,"₹10,108.46","₹1,041.01",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00123,14.05%,"₹66,214.74",71.85%,7.18%,"₹7,719.99","₹57,288.79","₹8,925.95",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00124,8.49%,"₹5,679.71",58.11%,5.52%,₹394.65,"₹5,011.18",₹668.53,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00125,12.00%,"₹39,734.80",82.82%,7.45%,"₹3,237.33","₹35,517.35","₹4,217.45",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00126,23.36%,"₹108,690.09",62.81%,7.90%,"₹13,584.76","₹90,423.20","₹18,266.89",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00127,6.46%,"₹8,945.51",65.86%,4.79%,₹767.85,"₹8,086.45",₹859.05,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00128,7.50%,"₹11,513.34",60.37%,8.81%,"₹1,396.76","₹9,403.27","₹2,110.07",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00129,7.37%,"₹27,789.25",85.53%,8.43%,"₹2,757.03","₹24,612.24","₹3,177.01",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00130,5.28%,"₹12,530.99",62.49%,7.68%,"₹1,323.90","₹10,512.77","₹2,018.23",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00131,7.26%,"₹8,703.78",100.31%,7.86%,₹621.83,"₹7,925.64",₹778.14,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00132,5.58%,"₹19,911.17",62.83%,8.23%,"₹1,498.11","₹16,672.56","₹3,238.60",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00133,5.26%,"₹7,718.66",60.19%,4.97%,₹550.54,"₹6,878.89",₹839.77,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00134,11.44%,"₹39,678.96",90.55%,8.31%,"₹3,724.45","₹35,432.71","₹4,246.26",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00135,6.50%,"₹9,984.92",69.45%,6.26%,₹874.98,"₹8,934.02","₹1,050.90",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00136,22.57%,"₹80,514.13",77.67%,7.75%,"₹6,201.81","₹70,954.56","₹9,559.56",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00137,7.70%,"₹10,037.24",62.61%,7.30%,₹760.05,"₹8,533.82","₹1,503.42",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00138,9.76%,"₹16,015.29",69.07%,7.02%,"₹1,528.40","₹13,993.35","₹2,021.95",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00139,12.54%,"₹36,087.04",62.75%,6.58%,"₹3,443.81","₹31,094.94","₹4,992.10",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00140,6.26%,"₹8,556.21",76.35%,5.25%,₹843.25,"₹7,679.71",₹876.49,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00141,9.92%,"₹29,102.40",80.87%,6.80%,"₹2,941.16","₹25,673.49","₹3,428.90",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00142,13.37%,"₹63,556.51",74.45%,6.56%,"₹5,730.22","₹56,600.10","₹6,956.41",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00143,6.09%,"₹5,815.60",70.14%,7.67%,₹402.98,"₹5,044.50",₹771.10,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00144,5.83%,"₹23,357.21",67.17%,6.95%,"₹2,096.92","₹20,053.56","₹3,303.65",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00145,5.90%,"₹26,107.87",70.69%,8.33%,"₹2,503.75","₹22,056.61","₹4,051.26",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00146,11.50%,"₹46,473.75",82.88%,5.75%,"₹3,689.50","₹42,085.20","₹4,388.56",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00147,8.45%,"₹7,866.22",70.54%,9.15%,₹738.49,"₹6,542.00","₹1,324.22",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00148,5.01%,"₹6,523.04",62.53%,9.83%,₹513.65,"₹5,389.85","₹1,133.19",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00149,13.36%,"₹35,477.21",77.89%,6.34%,"₹2,975.19","₹31,945.70","₹3,531.51",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00150,8.40%,"₹31,782.28",83.54%,7.37%,"₹2,421.06","₹28,105.30","₹3,676.97",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00151,9.69%,"₹25,745.74",70.24%,8.82%,"₹2,265.93","₹21,498.41","₹4,247.33",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00152,7.28%,"₹30,130.92",76.12%,5.94%,"₹1,974.25","₹27,232.60","₹2,898.32",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00153,8.62%,"₹12,260.61",70.41%,5.54%,"₹1,030.96","₹10,939.73","₹1,320.87",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00154,7.67%,"₹24,517.90",67.87%,5.94%,"₹2,426.62","₹21,469.01","₹3,048.89",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00155,8.94%,"₹35,253.93",92.95%,8.01%,"₹2,362.96","₹31,744.42","₹3,509.51",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00156,7.75%,"₹9,579.53",56.55%,6.43%,"₹1,155.72","₹8,084.13","₹1,495.40",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00157,16.78%,"₹91,560.96",68.60%,6.86%,"₹9,680.91","₹79,257.65","₹12,303.31",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00158,11.29%,"₹29,358.07",66.99%,6.51%,"₹3,290.61","₹25,897.85","₹3,460.22",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00159,9.36%,"₹7,615.09",65.83%,8.21%,₹856.77,"₹6,379.66","₹1,235.42",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00160,10.14%,"₹32,814.69",64.69%,7.46%,"₹3,342.30","₹27,821.06","₹4,993.63",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00161,7.81%,"₹8,404.51",61.10%,5.69%,₹820.82,"₹7,395.60","₹1,008.91",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00162,14.54%,"₹45,127.36",80.14%,8.29%,"₹3,863.80","₹39,498.21","₹5,629.15",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00163,13.04%,"₹59,632.08",78.67%,8.44%,"₹4,690.99","₹51,846.66","₹7,785.42",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00164,5.87%,"₹10,110.62",64.98%,5.17%,₹830.92,"₹8,926.34","₹1,184.28",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00165,10.92%,"₹52,441.27",80.88%,6.28%,"₹3,406.69","₹47,362.58","₹5,078.69",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00166,11.50%,"₹26,997.27",64.68%,6.44%,"₹3,669.32","₹23,355.33","₹3,641.94",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00167,10.18%,"₹48,747.86",84.18%,6.46%,"₹2,358.20","₹43,811.92","₹4,935.94",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00168,19.43%,"₹88,591.25",64.75%,7.99%,"₹6,586.00","₹73,584.65","₹15,006.60",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00169,9.89%,"₹19,447.46",78.89%,7.78%,"₹1,668.67","₹16,843.81","₹2,603.65",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00170,8.40%,"₹11,786.83",71.80%,7.16%,"₹1,222.29","₹10,167.94","₹1,618.89",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00171,9.71%,"₹8,096.22",54.98%,5.47%,₹841.39,"₹7,117.94",₹978.28,,,,,,,,,,,,,,,,,,,,,,,,,
PID_00172,9.59%,"₹9,064.95",58.03%,6.93%,"₹1,131.84","₹7,593.71","₹1,471.24",,,,,,,,,,,,,,,,,,,,,,,,,
PID_00173,6.00%,"₹21,410.14",75.91%,6.58%,"₹1,761.67","₹19,031.97","₹2,378.16",,,,,,,,,,,,,,,,,,,,,,,,,
